Domain,Area,Element,Months,Year,Unit,Value
"Temperature change on land","Lao People's Democratic Republic","Temperature change","Meteorological year","2006","°c","0.859"
"Temperature change on land","Lao People's Democratic Republic","Temperature change","Meteorological year","2007","°c","0.574"
"Temperature change on land","Lao People's Democratic Republic","Temperature change","Meteorological year","2008","°c","0.263"
"Temperature change on land","Lao People's Democratic Republic","Temperature change","Meteorological year","2009","°c","0.633"
"Temperature change on land","Lao People's Democratic Republic","Temperature change","Meteorological year","2010","°c","1.345"
"Temperature change on land","Lao People's Democratic Republic","Temperature change","Meteorological year","2011","°c","0.103"
"Temperature change on land","Lao People's Democratic Republic","Temperature change","Meteorological year","2012","°c","0.942"
"Temperature change on land","Lao People's Democratic Republic","Temperature change","Meteorological year","2013","°c","1.121"
"Temperature change on land","Lao People's Democratic Republic","Temperature change","Meteorological year","2014","°c","0.688"
"Temperature change on land","Lao People's Democratic Republic","Temperature change","Meteorological year","2015","°c","1.284"
"Temperature change on land","Lao People's Democratic Republic","Temperature change","Meteorological year","2016","°c","1.306"
"Temperature change on land","Lao People's Democratic Republic","Temperature change","Meteorological year","2017","°c","1.087"
"Temperature change on land","Lao People's Democratic Republic","Temperature change","Meteorological year","2018","°c","0.788"
"Temperature change on land","Lao People's Democratic Republic","Temperature change","Meteorological year","2019","°c","2.014"
"Temperature change on land","Lao People's Democratic Republic","Temperature change","Meteorological year","2020","°c","1.546"
"Temperature change on land","Lao People's Democratic Republic","Temperature change","Meteorological year","2021","°c","1.078"
"Temperature change on land","Latvia","Temperature change","Meteorological year","2000","°c","2.008"
"Temperature change on land","Latvia","Temperature change","Meteorological year","2001","°c","1.813"
"Temperature change on land","Latvia","Temperature change","Meteorological year","2002","°c","1.712"
"Temperature change on land","Latvia","Temperature change","Meteorological year","2003","°c","0.238"
"Temperature change on land","Latvia","Temperature change","Meteorological year","2004","°c","1.015"
"Temperature change on land","Latvia","Temperature change","Meteorological year","2005","°c","1.353"
"Temperature change on land","Latvia","Temperature change","Meteorological year","2006","°c","1.089"
"Temperature change on land","Latvia","Temperature change","Meteorological year","2007","°c","2.207"
"Temperature change on land","Latvia","Temperature change","Meteorological year","2008","°c","2.4"
"Temperature change on land","Latvia","Temperature change","Meteorological year","2009","°c","1.514"
"Temperature change on land","Latvia","Temperature change","Meteorological year","2010","°c","0.681"
"Temperature change on land","Latvia","Temperature change","Meteorological year","2011","°c","1.142"
"Temperature change on land","Latvia","Temperature change","Meteorological year","2012","°c","1.391"
"Temperature change on land","Latvia","Temperature change","Meteorological year","2013","°c","1.061"
"Temperature change on land","Latvia","Temperature change","Meteorological year","2014","°c","2.301"
"Temperature change on land","Latvia","Temperature change","Meteorological year","2015","°c","2.14"
"Temperature change on land","Latvia","Temperature change","Meteorological year","2016","°c","1.928"
"Temperature change on land","Latvia","Temperature change","Meteorological year","2017","°c","1.487"
"Temperature change on land","Latvia","Temperature change","Meteorological year","2018","°c","2.342"
"Temperature change on land","Latvia","Temperature change","Meteorological year","2019","°c","2.44"
"Temperature change on land","Latvia","Temperature change","Meteorological year","2020","°c","3.532"
"Temperature change on land","Latvia","Temperature change","Meteorological year","2021","°c","1.965"
"Temperature change on land","Lebanon","Temperature change","Meteorological year","2000","°c","0.587"
"Temperature change on land","Lebanon","Temperature change","Meteorological year","2001","°c","1.19"
"Temperature change on land","Lebanon","Temperature change","Meteorological year","2002","°c","0.881"
"Temperature change on land","Lebanon","Temperature change","Meteorological year","2003","°c","0.69"
"Temperature change on land","Lebanon","Temperature change","Meteorological year","2004","°c","0.712"
"Temperature change on land","Lebanon","Temperature change","Meteorological year","2005","°c","0.357"
"Temperature change on land","Lebanon","Temperature change","Meteorological year","2006","°c","0.783"
"Temperature change on land","Lebanon","Temperature change","Meteorological year","2007","°c","0.783"
"Temperature change on land","Lebanon","Temperature change","Meteorological year","2008","°c","1.043"
"Temperature change on land","Lebanon","Temperature change","Meteorological year","2009","°c","0.892"
"Temperature change on land","Lebanon","Temperature change","Meteorological year","2010","°c","2.392"
"Temperature change on land","Lebanon","Temperature change","Meteorological year","2011","°c","0.675"
"Temperature change on land","Lebanon","Temperature change","Meteorological year","2012","°c","1.04"
"Temperature change on land","Lebanon","Temperature change","Meteorological year","2013","°c","1.255"
"Temperature change on land","Lebanon","Temperature change","Meteorological year","2014","°c","1.05"
"Temperature change on land","Lebanon","Temperature change","Meteorological year","2015","°c","1.425"
"Temperature change on land","Lebanon","Temperature change","Meteorological year","2016","°c","1.716"
"Temperature change on land","Lebanon","Temperature change","Meteorological year","2017","°c","1.125"
"Temperature change on land","Lebanon","Temperature change","Meteorological year","2018","°c","2.235"
"Temperature change on land","Lebanon","Temperature change","Meteorological year","2019","°c","1.494"
"Temperature change on land","Lebanon","Temperature change","Meteorological year","2020","°c","1.726"
"Temperature change on land","Lebanon","Temperature change","Meteorological year","2021","°c","2.157"
"Temperature change on land","Lesotho","Temperature change","Meteorological year","2000","°c","0.308"
"Temperature change on land","Lesotho","Temperature change","Meteorological year","2001","°c","0.569"
"Temperature change on land","Lesotho","Temperature change","Meteorological year","2002","°c","0.572"
"Temperature change on land","Lesotho","Temperature change","Meteorological year","2003","°c","0.941"
"Temperature change on land","Lesotho","Temperature change","Meteorological year","2004","°c","1.065"
"Temperature change on land","Lesotho","Temperature change","Meteorological year","2005","°c","1.055"
"Temperature change on land","Lesotho","Temperature change","Meteorological year","2006","°c","0.479"
"Temperature change on land","Lesotho","Temperature change","Meteorological year","2007","°c","0.606"
"Temperature change on land","Lesotho","Temperature change","Meteorological year","2008","°c","0.358"
"Temperature change on land","Lesotho","Temperature change","Meteorological year","2009","°c","0.346"
"Temperature change on land","Lesotho","Temperature change","Meteorological year","2010","°c","1.087"
"Temperature change on land","Lesotho","Temperature change","Meteorological year","2011","°c","0.242"
"Temperature change on land","Lesotho","Temperature change","Meteorological year","2012","°c","0.561"
