VariableGroup,Subgroup,Variable,Area,Year,Value,Unit,Symbol,IsAggregate
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Cyprus,2012,0.874896654,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Cyprus,2013,0.827272964,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Cyprus,2014,0.664881585,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Cyprus,2015,0.59379992,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Cyprus,2016,0.793501743,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Cyprus,2017,0.714127061,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Cyprus,2018,0.73030866,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Cyprus,2019,0.836334878,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Cyprus,2020,0.823485647,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Czechia,2006,1.560139424,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Czechia,2007,1.596190125,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Czechia,2008,1.357213546,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Czechia,2009,0.967293793,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Czechia,2010,0.949315197,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Czechia,2011,1.151252781,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Czechia,2012,1.148786584,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Czechia,2013,1.161450338,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Czechia,2014,1.247324087,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Czechia,2015,1.205082263,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Czechia,2016,1.471218064,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Czechia,2017,1.509674153,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Czechia,2018,1.325710942,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Czechia,2019,1.479202266,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Czechia,2020,1.571980723,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Denmark,2006,2.624471687,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Denmark,2007,5.297930484,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Denmark,2008,1.784834955,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Denmark,2009,1.96459464,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Denmark,2010,3.00820724,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Denmark,2011,3.04407649,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Denmark,2012,4.625855692,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Denmark,2013,1.870289833,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Denmark,2014,1.55612591,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Denmark,2015,0.777266501,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Denmark,2016,0.972332067,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Denmark,2017,1.314180019,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Denmark,2018,0.798987616,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Denmark,2019,1.700763213,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Denmark,2020,1.367343111,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Estonia,2006,0.108887143,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Estonia,2007,0.171168733,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Estonia,2008,0.225039223,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Estonia,2009,0.11812481,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Estonia,2010,0.131463086,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Estonia,2011,0.156065097,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Estonia,2012,0.139637803,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Estonia,2013,0.120397276,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Estonia,2014,0.311557726,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Estonia,2015,0.480809278,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Estonia,2016,0.551751893,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Estonia,2017,0.653538627,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Estonia,2018,0.559751446,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Estonia,2019,0.64407432,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Estonia,2020,0.552901248,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Finland,2006,0,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Finland,2007,0,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Finland,2008,0.146855788,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Finland,2009,0.226013056,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Finland,2010,0.317784395,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Finland,2011,0.239184141,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Finland,2012,0.17969263,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Finland,2013,0.137635424,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Finland,2014,0.115403111,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Finland,2015,0.090647204,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Finland,2016,0.087815814,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Finland,2017,0.045557788,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Finland,2018,0.047421188,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Finland,2019,0.018883316,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Finland,2020,0.019301172,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,France,2006,1.003550874,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,France,2007,1.252738648,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,France,2008,1.796610505,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,France,2009,1.282957483,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,France,2010,1.679173388,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,France,2011,1.708044181,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,France,2012,1.707924792,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,France,2013,1.556506292,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,France,2014,2.177596327,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,France,2015,1.478002315,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,France,2016,1.364822472,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,France,2017,1.716494271,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,France,2018,1.981628614,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,France,2019,1.870681271,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,France,2020,1.752293281,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Germany,2006,1.085914393,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Germany,2007,1.362033145,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Germany,2008,1.440502576,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Germany,2009,1.221337902,US$/m3,E,False
