Domain,Area,Indicator,Sex,Year,Element,Source,Unit,Value
"Employment Indicators: Rural","Lithuania","Labour force participation rate by age, total (15+), rural areas","Total","2009","Value","Labour force survey","1000 No","52.2"
"Employment Indicators: Rural","Lithuania","Labour force participation rate by age, total (15+), rural areas","Total","2010","Value","Labour force survey","1000 No","52.22"
"Employment Indicators: Rural","Lithuania","Labour force participation rate by age, total (15+), rural areas","Total","2011","Value","Labour force survey","1000 No","53.27"
"Employment Indicators: Rural","Lithuania","Labour force participation rate by age, total (15+), rural areas","Total","2012","Value","Labour force survey","1000 No","52.84"
"Employment Indicators: Rural","Lithuania","Labour force participation rate by age, total (15+), rural areas","Total","2013","Value","Labour force survey","1000 No","53.12"
"Employment Indicators: Rural","Lithuania","Labour force participation rate by age, total (15+), rural areas","Total","2014","Value","Labour force survey","1000 No","54.97"
"Employment Indicators: Rural","Lithuania","Labour force participation rate by age, total (15+), rural areas","Total","2015","Value","Labour force survey","1000 No","55.35"
"Employment Indicators: Rural","Lithuania","Labour force participation rate by age, total (15+), rural areas","Total","2016","Value","Labour force survey","1000 No","56.31"
"Employment Indicators: Rural","Lithuania","Labour force participation rate by age, total (15+), rural areas","Total","2017","Value","Labour force survey","1000 No","55.65"
"Employment Indicators: Rural","Lithuania","Labour force participation rate by age, total (15+), rural areas","Total","2018","Value","Labour force survey","1000 No","56.85"
"Employment Indicators: Rural","Lithuania","Labour force participation rate by age, total (15+), rural areas","Total","2019","Value","Labour force survey","1000 No","57.94"
"Employment Indicators: Rural","Lithuania","Labour force participation rate by age, total (15+), rural areas","Total","2020","Value","Labour force survey","1000 No","58.88"
"Employment Indicators: Rural","Lithuania","Employment-to-population ratio by age, total (15+), rural areas","Total","2006","Value","Labour force survey","%","48.98"
"Employment Indicators: Rural","Lithuania","Employment-to-population ratio by age, total (15+), rural areas","Total","2007","Value","Labour force survey","%","50.08"
"Employment Indicators: Rural","Lithuania","Employment-to-population ratio by age, total (15+), rural areas","Total","2008","Value","Labour force survey","%","48.28"
"Employment Indicators: Rural","Lithuania","Employment-to-population ratio by age, total (15+), rural areas","Total","2009","Value","Labour force survey","%","44.22"
"Employment Indicators: Rural","Lithuania","Employment-to-population ratio by age, total (15+), rural areas","Total","2010","Value","Labour force survey","%","41.5"
"Employment Indicators: Rural","Lithuania","Employment-to-population ratio by age, total (15+), rural areas","Total","2011","Value","Labour force survey","%","43.43"
"Employment Indicators: Rural","Lithuania","Employment-to-population ratio by age, total (15+), rural areas","Total","2012","Value","Labour force survey","%","43.41"
"Employment Indicators: Rural","Lithuania","Employment-to-population ratio by age, total (15+), rural areas","Total","2013","Value","Labour force survey","%","44.82"
"Employment Indicators: Rural","Lithuania","Employment-to-population ratio by age, total (15+), rural areas","Total","2014","Value","Labour force survey","%","46.95"
"Employment Indicators: Rural","Lithuania","Employment-to-population ratio by age, total (15+), rural areas","Total","2015","Value","Labour force survey","%","48.48"
"Employment Indicators: Rural","Lithuania","Employment-to-population ratio by age, total (15+), rural areas","Total","2016","Value","Labour force survey","%","50.3"
"Employment Indicators: Rural","Lithuania","Employment-to-population ratio by age, total (15+), rural areas","Total","2017","Value","Labour force survey","%","49.65"
"Employment Indicators: Rural","Lithuania","Employment-to-population ratio by age, total (15+), rural areas","Total","2018","Value","Labour force survey","%","51.68"
"Employment Indicators: Rural","Lithuania","Employment-to-population ratio by age, total (15+), rural areas","Total","2019","Value","Labour force survey","%","53.29"
"Employment Indicators: Rural","Lithuania","Employment-to-population ratio by age, total (15+), rural areas","Total","2020","Value","Labour force survey","%","52.58"
"Employment Indicators: Rural","Lithuania","Share of employment by status of employment, total, rural areas","Total","2006","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Lithuania","Share of employment by status of employment, total, rural areas","Total","2007","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Lithuania","Share of employment by status of employment, total, rural areas","Total","2008","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Lithuania","Share of employment by status of employment, total, rural areas","Total","2009","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Lithuania","Share of employment by status of employment, total, rural areas","Total","2010","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Lithuania","Share of employment by status of employment, total, rural areas","Total","2011","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Lithuania","Share of employment by status of employment, total, rural areas","Total","2012","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Lithuania","Share of employment by status of employment, total, rural areas","Total","2013","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Lithuania","Share of employment by status of employment, total, rural areas","Total","2014","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Lithuania","Share of employment by status of employment, total, rural areas","Total","2015","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Lithuania","Share of employment by status of employment, total, rural areas","Total","2016","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Lithuania","Share of employment by status of employment, total, rural areas","Total","2017","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Lithuania","Share of employment by status of employment, total, rural areas","Total","2018","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Lithuania","Share of employment by status of employment, total, rural areas","Total","2019","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Lithuania","Share of employment by status of employment, total, rural areas","Total","2020","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Luxembourg","Employment by age, total (15+), rural areas","Total","2006","Value","Labour force survey","1000 No","42.82"
"Employment Indicators: Rural","Luxembourg","Employment by age, total (15+), rural areas","Total","2007","Value","Labour force survey","1000 No","42.23"
"Employment Indicators: Rural","Luxembourg","Employment by age, total (15+), rural areas","Total","2008","Value","Labour force survey","1000 No","44.05"
"Employment Indicators: Rural","Luxembourg","Employment by age, total (15+), rural areas","Total","2009","Value","Labour force survey","1000 No","50.02"
"Employment Indicators: Rural","Luxembourg","Employment by age, total (15+), rural areas","Total","2010","Value","Labour force survey","1000 No","49.75"
"Employment Indicators: Rural","Luxembourg","Employment by age, total (15+), rural areas","Total","2011","Value","Labour force survey","1000 No","48.44"
"Employment Indicators: Rural","Luxembourg","Employment by age, total (15+), rural areas","Total","2012","Value","Labour force survey","1000 No","83.32"
"Employment Indicators: Rural","Luxembourg","Employment by age, total (15+), rural areas","Total","2013","Value","Labour force survey","1000 No","121.44"
"Employment Indicators: Rural","Luxembourg","Employment by age, total (15+), rural areas","Total","2014","Value","Labour force survey","1000 No","122.98"
